rs_id,chromosome,snp_position,gene_symbol,effect_size,p_adjust,regulated_gene,tissue,lincrna_begin,lincrna_end,gwas_id,gwas_phenotype
rs17767419,16,79744548,LINC01229,-0.70,3.75E-07,MAFTRR,Small_Intestine_Terminal_Ileum,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.74,7.76E-08,MAFTRR,Small_Intestine_Terminal_Ileum,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.74,7.76E-08,MAFTRR,Small_Intestine_Terminal_Ileum,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.74,7.76E-08,MAFTRR,Small_Intestine_Terminal_Ileum,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.79,6.07E-08,MAFTRR,Small_Intestine_Terminal_Ileum,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs4794820,17,38089344,LOC101928947,0.39,1.96E-06,GSDMB,Small_Intestine_Terminal_Ileum,38084120,38095854,22561531,asthma related
rs12802200,11,566936,MIR210HG,-0.30,6.56E-06,HRAS,Colon_Sigmoid,565660,568420,26502338,systemic lupus erythematosus
rs6904029,6,29943067,HCG9,0.52,6.99E-06,IFITM4P,Colon_Sigmoid,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.68,1.01E-08,HLA-J,Colon_Sigmoid,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,1.29,3.07E-11,FAM86JP,Colon_Sigmoid,125546100,125604920,23319000,metabolite levels
rs71327718,3,125592857,LOC101927056,0.82,1.44E-05,SLC41A3,Colon_Sigmoid,125546100,125604920,23319000,metabolite levels
rs7523273,1,207977083,MIR29C,-0.43,1.05E-09,CD46,Colon_Sigmoid,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.43,1.05E-09,CD46,Colon_Sigmoid,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.56,1.01E-12,CD46,Colon_Sigmoid,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.56,1.01E-12,CD46,Colon_Sigmoid,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.58,1.91E-13,CD46,Colon_Sigmoid,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.58,1.91E-13,CD46,Colon_Sigmoid,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.52,5.61E-10,CD46,Colon_Sigmoid,207974863,208042495,23326517,age-related macular degeneration
rs9262631,6,31024601,HCG22,1.15,1.16E-08,PSORS1C1,Colon_Sigmoid,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.15,1.16E-08,PSORS1C1,Colon_Sigmoid,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.30,3.10E-08,PSORS1C2,Colon_Sigmoid,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.30,3.10E-08,PSORS1C2,Colon_Sigmoid,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.91,2.95E-08,MICA,Colon_Sigmoid,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.91,2.95E-08,MICA,Colon_Sigmoid,31021984,31027653,21051598,hiv related
rs134882,22,42670965,OGFRP1,0.50,6.74E-06,SMDT1,Colon_Sigmoid,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.50,6.74E-06,SMDT1,Colon_Sigmoid,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.37,1.33E-06,PTPN12,Colon_Sigmoid,77288410,77325582,25282103,height
rs6028335,20,37845477,LOC339568,-0.58,1.97E-07,FAM83D,Colon_Sigmoid,37842420,37853391,22488850,alcohol related
rs836788,5,79912044,LINC01337,0.47,7.43E-07,MSH3,Colon_Sigmoid,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.58,8.52E-07,MAFTRR,Colon_Sigmoid,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.60,2.06E-07,MAFTRR,Colon_Sigmoid,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.65,3.90E-08,MAFTRR,Colon_Sigmoid,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.65,3.90E-08,MAFTRR,Colon_Sigmoid,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.65,3.90E-08,MAFTRR,Colon_Sigmoid,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.67,3.34E-08,MAFTRR,Colon_Sigmoid,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs3892630,19,33181484,LOC105372367,-0.48,3.26E-07,NUDT19,Colon_Sigmoid,33177995,33182656,23222517,red blood cell traits
rs6503525,17,38095174,LOC101928947,-0.47,1.16E-05,GSDMA,Colon_Sigmoid,38084120,38095854,21150878,asthma related
rs7246657,19,37747108,LINC01535,0.69,2.12E-06,ZNF568,Brain_Hypothalamus,37746818,37756377,23870195,coronary artery calcification
rs7172809,15,77819676,LOC101929457,-0.28,8.42E-06,PEAK1,Brain_Hypothalamus,77817882,77826452,25524916,glucose homeostasis traits
rs134882,22,42670965,OGFRP1,-0.72,1.59E-10,CYP2D6,Brain_Hypothalamus,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.72,1.59E-10,CYP2D6,Brain_Hypothalamus,42665774,42671039,20889312,schizophrenia
rs12802200,11,566936,MIR210HG,0.56,1.86E-07,IRF7,Pancreas,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.57,1.61E-07,TMEM80,Pancreas,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.58,6.56E-06,DEAF1,Pancreas,565660,568420,26502338,systemic lupus erythematosus
rs4924410,15,40339494,SRP14-AS1,-0.45,7.47E-11,EIF2AK4,Pancreas,40331550,40349184,22327514,ewing sarcoma
rs144447022,6,29244219,LOC101929006,1.42,7.81E-06,ZFP57,Pancreas,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.51,3.46E-07,HLA-J,Pancreas,29942889,29946183,24939585,age-related hearing impairment
rs10108511,8,11435516,LINC00208,-0.53,3.86E-09,TDH,Pancreas,11433822,11438851,27527254,barretts esophagus  or esophageal adenocarcinoma
rs10108511,8,11435516,LINC00208,-0.51,1.21E-07,FAM167A-AS1,Pancreas,11433822,11438851,27527254,barretts esophagus  or esophageal adenocarcinoma
rs71327718,3,125592857,LOC101927056,1.15,1.07E-13,FAM86JP,Pancreas,125546100,125604920,23319000,metabolite levels
rs34091987,17,70025587,LOC102723505,0.44,1.92E-05,LINC01152,Pancreas,70017992,70030233,27182965,nose size
rs2797160,6,126010116,LOC643623,0.45,8.19E-06,HEY2,Pancreas,125995499,126041364,27008869,endometrial cancer
rs13328298,6,126016580,LOC643623,0.46,8.54E-06,HEY2,Pancreas,125995499,126041364,27135401,endometrial endometrioid carcinoma
rs13328298,6,126016580,LOC643623,0.46,8.54E-06,HEY2,Pancreas,125995499,126041364,27135401,endometrial cancer
rs1777220,6,126022602,LOC643623,0.49,4.21E-06,HEY2,Pancreas,125995499,126041364,24096698,endometrial cancer
rs17807185,7,77308295,APTR,-0.38,2.11E-08,PTPN12,Pancreas,77288410,77325582,25282103,height
rs17807185,7,77308295,APTR,-0.41,6.33E-07,TMEM60,Pancreas,77288410,77325582,25282103,height
rs134882,22,42670965,OGFRP1,0.55,1.02E-10,NAGA,Pancreas,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.55,1.02E-10,NAGA,Pancreas,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.49,1.64E-05,SMDT1,Pancreas,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.49,1.64E-05,SMDT1,Pancreas,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.59,1.20E-06,CYP2D6,Pancreas,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.59,1.20E-06,CYP2D6,Pancreas,42665774,42671039,20889312,schizophrenia
rs836788,5,79912044,LINC01337,0.29,3.34E-05,MSH3,Pancreas,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.64,7.42E-08,MAFTRR,Pancreas,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.60,3.39E-07,MAFTRR,Pancreas,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.62,2.92E-07,MAFTRR,Pancreas,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.62,2.92E-07,MAFTRR,Pancreas,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.62,2.92E-07,MAFTRR,Pancreas,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.70,1.18E-08,MAFTRR,Pancreas,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs2562456,19,21666210,LINC00664,-0.65,5.17E-07,ZNF708,Pancreas,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.54,1.60E-07,NUDT19,Pancreas,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,0.29,6.33E-06,PGAP3,Pancreas,38084120,38095854,22561531,asthma related
rs9975691,21,14928355,LOC102724188,0.57,1.85E-07,POTED,Testis,14918354,14930782,25188341,neurofibrillary tangles
rs144447022,6,29244219,LOC101929006,0.83,1.15E-04,LINC01623,Testis,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,-0.39,4.98E-05,HLA-F,Testis,29942889,29946183,24939585,age-related hearing impairment
rs7246657,19,37747108,LINC01535,-0.48,1.08E-04,LOC100631378,Testis,37746818,37756377,23870195,coronary artery calcification
rs2252790,6,116663323,DSE,-0.32,7.39E-05,FAM26E,Testis,116601381,116691436,28040410,fast beta electroencephalogram
rs2154319,1,41745770,LOC102723924,0.46,5.33E-07,CTPS1,Testis,41708247,41750533,20881960,height
rs2154319,1,41745770,LOC102723924,0.38,1.09E-08,SLFNL1,Testis,41708247,41750533,20881960,height
rs9931543,16,56128782,LOC283856,-0.38,1.68E-05,GNAO1,Testis,56126899,56225006,27089181,subjective well-being
rs7081147,10,87211117,LINC01520,0.38,4.74E-05,LOC101929662,Testis,87209349,87251753,27149984,coenzyme q10 levels
rs8014671,14,71092256,LOC101928075,0.43,7.53E-12,ADAM21P1,Testis,71075515,71108015,25217961,prostate cancer
rs8014671,14,71092256,LOC101928075,0.43,7.53E-12,ADAM21P1,Testis,71075515,71108015,25217961,prostate cancer
rs6904029,6,29943067,HCG9,-0.35,2.21E-07,LOC554223,Testis,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.60,3.26E-09,HLA-G,Testis,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.71,9.82E-09,TRIM31-AS1,Testis,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.59,1.23E-06,TRIM31,Testis,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.70,5.35E-09,TRIM40,Testis,29942889,29946183,24939585,age-related hearing impairment
rs12526186,6,30736151,HCG20,0.76,5.92E-08,LINC00243,Testis,30734602,30760027,19721433,response to antipsychotic treatment
rs3094117,6,30737486,HCG20,-0.29,3.79E-05,VARS2,Testis,30734602,30760027,23793025,migraine
rs2797160,6,126010116,LOC643623,0.45,4.74E-06,HEY2,Testis,125995499,126041364,27008869,endometrial cancer
rs13328298,6,126016580,LOC643623,0.46,2.89E-06,HEY2,Testis,125995499,126041364,27135401,endometrial endometrioid carcinoma
rs13328298,6,126016580,LOC643623,0.46,2.89E-06,HEY2,Testis,125995499,126041364,27135401,endometrial cancer
rs1777220,6,126022602,LOC643623,0.49,4.24E-07,HEY2,Testis,125995499,126041364,24096698,endometrial cancer
rs134882,22,42670965,OGFRP1,-0.50,2.14E-21,WBP2NL,Testis,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.50,2.14E-21,WBP2NL,Testis,42665774,42671039,20889312,schizophrenia
rs6028335,20,37845477,LOC339568,-0.25,1.09E-05,DHX35,Testis,37842420,37853391,22488850,alcohol related
rs7188445,16,79734987,LINC01229,-0.69,7.85E-11,MAFTRR,Testis,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.69,3.82E-11,MAFTRR,Testis,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.73,6.73E-12,MAFTRR,Testis,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.73,6.73E-12,MAFTRR,Testis,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.73,6.73E-12,MAFTRR,Testis,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.71,4.27E-11,MAFTRR,Testis,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs10504229,8,58196495,LINC00588,0.50,4.54E-06,LINC01606,Testis,58192102,58197290,27016271,developmental language disorder (linguistic errors)
rs10504229,8,58196495,LINC00588,0.50,4.54E-06,LINC01606,Testis,58192102,58197290,27016271,developmental language disorder (linguistic errors)
rs10504229,8,58196495,LINC00588,-0.85,2.57E-14,LOC286177,Testis,58192102,58197290,27016271,developmental language disorder (linguistic errors)
rs10504229,8,58196495,LINC00588,-0.85,2.57E-14,LOC286177,Testis,58192102,58197290,27016271,developmental language disorder (linguistic errors)
rs1372474,18,51116832,LOC102724651,-0.34,1.04E-04,LOC101928167,Testis,51094817,51124221,26586795,survival in colorectal cancer (distant metastatic)
rs111706465,2,239452382,LINC01107,-0.45,2.22E-05,TRAF3IP1,Testis,239419331,239463695,26835600,morning vs. evening chronotype
rs3892630,19,33181484,LOC105372367,-0.68,1.10E-13,NUDT19,Testis,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,0.32,3.64E-13,ZPBP2,Testis,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.24,3.98E-07,ZPBP2,Testis,38084120,38095854,21150878,asthma related
rs4924410,15,40339494,SRP14-AS1,-0.28,1.24E-06,EIF2AK4,Breast_Mammary_Tissue,40331550,40349184,22327514,ewing sarcoma
rs9392556,6,4146198,LOC100507506,-0.46,8.19E-10,C6orf201,Breast_Mammary_Tissue,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,1.19,4.21E-07,ZFP57,Breast_Mammary_Tissue,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.56,7.22E-07,IFITM4P,Breast_Mammary_Tissue,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.52,2.00E-07,HLA-J,Breast_Mammary_Tissue,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,0.68,7.43E-08,FAM86JP,Breast_Mammary_Tissue,125546100,125604920,23319000,metabolite levels
rs9262631,6,31024601,HCG22,-0.47,1.63E-06,CCHCR1,Breast_Mammary_Tissue,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.47,1.63E-06,CCHCR1,Breast_Mammary_Tissue,31021984,31027653,21051598,hiv related
rs134882,22,42670965,OGFRP1,0.28,1.08E-05,NAGA,Breast_Mammary_Tissue,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.28,1.08E-05,NAGA,Breast_Mammary_Tissue,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.37,9.44E-06,SMDT1,Breast_Mammary_Tissue,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.37,9.44E-06,SMDT1,Breast_Mammary_Tissue,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.43,4.21E-06,CYP2D6,Breast_Mammary_Tissue,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.43,4.21E-06,CYP2D6,Breast_Mammary_Tissue,42665774,42671039,20889312,schizophrenia
rs6028335,20,37845477,LOC339568,-0.51,4.01E-06,DHX35,Breast_Mammary_Tissue,37842420,37853391,22488850,alcohol related
rs836788,5,79912044,LINC01337,0.35,1.55E-06,MSH3,Breast_Mammary_Tissue,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs4575545,16,79755446,LINC01229,-0.46,1.68E-05,MAFTRR,Breast_Mammary_Tissue,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs62149416,2,61083506,LINC01185,0.35,4.75E-05,PUS10,Breast_Mammary_Tissue,61074895,61108449,26626624,psoriasis vulgaris
rs3892630,19,33181484,LOC105372367,-0.61,6.69E-14,NUDT19,Breast_Mammary_Tissue,33177995,33182656,23222517,red blood cell traits
rs11084786,19,35282181,LOC400685,-0.31,1.15E-06,ZNF181,Breast_Mammary_Tissue,35279486,35307804,25811787,urate levels related
rs4794820,17,38089344,LOC101928947,-0.54,5.47E-09,GSDMA,Breast_Mammary_Tissue,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.49,6.84E-08,GSDMA,Breast_Mammary_Tissue,38084120,38095854,21150878,asthma related
rs71327718,3,125592857,LOC101927056,1.21,3.87E-12,FAM86JP,Artery_Coronary,125546100,125604920,23319000,metabolite levels
rs1318653,1,208014922,MIR29C,-0.38,9.92E-07,CD46,Artery_Coronary,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.38,9.92E-07,CD46,Artery_Coronary,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.39,3.66E-07,CD46,Artery_Coronary,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.39,3.66E-07,CD46,Artery_Coronary,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.35,4.23E-06,CD46,Artery_Coronary,207974863,208042495,23326517,age-related macular degeneration
rs134882,22,42670965,OGFRP1,-0.60,1.67E-06,CYP2D6,Artery_Coronary,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.60,1.67E-06,CYP2D6,Artery_Coronary,42665774,42671039,20889312,schizophrenia
rs9262631,6,31024601,HCG22,1.32,4.64E-06,PSORS1C1,Artery_Coronary,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.32,4.64E-06,PSORS1C1,Artery_Coronary,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.26,3.00E-05,PSORS1C2,Artery_Coronary,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.26,3.00E-05,PSORS1C2,Artery_Coronary,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.67,1.11E-05,CCHCR1,Artery_Coronary,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.67,1.11E-05,CCHCR1,Artery_Coronary,31021984,31027653,21051598,hiv related
rs17807185,7,77308295,APTR,-0.53,1.39E-08,PTPN12,Artery_Coronary,77288410,77325582,25282103,height
rs3892630,19,33181484,LOC105372367,-0.55,2.73E-09,NUDT19,Artery_Coronary,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,-0.62,4.65E-07,GSDMA,Artery_Coronary,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.68,1.50E-10,GSDMA,Artery_Coronary,38084120,38095854,21150878,asthma related
rs12802200,11,566936,MIR210HG,-0.20,3.37E-08,HRAS,Cells_Transformed_fibroblasts,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,-0.32,6.42E-06,DRD4,Cells_Transformed_fibroblasts,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.38,2.03E-08,TMEM80,Cells_Transformed_fibroblasts,565660,568420,26502338,systemic lupus erythematosus
rs2412475,15,40334576,SRP14-AS1,-0.23,1.18E-05,EIF2AK4,Cells_Transformed_fibroblasts,40331550,40349184,23251661,obesity
rs11078597,17,1618363,MIR22,-0.37,1.43E-07,SERPINF2,Cells_Transformed_fibroblasts,1616742,1620468,23022100,serum albumin level
rs11078597,17,1618363,MIR22,-0.37,1.43E-07,SERPINF2,Cells_Transformed_fibroblasts,1616742,1620468,23022100,serum albumin level
rs9392556,6,4146198,LOC100507506,-0.25,1.69E-05,C6orf201,Cells_Transformed_fibroblasts,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,0.82,3.89E-06,ZFP57,Cells_Transformed_fibroblasts,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,-0.37,8.00E-05,ZFP57,Cells_Transformed_fibroblasts,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,-0.48,2.70E-09,HLA-F,Cells_Transformed_fibroblasts,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.44,4.27E-07,IFITM4P,Cells_Transformed_fibroblasts,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.40,4.09E-05,HLA-J,Cells_Transformed_fibroblasts,29942889,29946183,24939585,age-related hearing impairment
rs330071,8,9159895,LOC157273,0.29,5.71E-09,ERI1,Cells_Transformed_fibroblasts,9107050,9183486,24927181,acne
rs7012814,8,9173358,LOC157273,-0.19,6.42E-05,ERI1,Cells_Transformed_fibroblasts,9107050,9183486,28107422,fibrinogen levels
rs7012814,8,9173358,LOC157273,-0.19,6.42E-05,ERI1,Cells_Transformed_fibroblasts,9107050,9183486,26561523,fibrinogen levels
rs10108511,8,11435516,LINC00208,-0.17,6.80E-05,FAM167A,Cells_Transformed_fibroblasts,11433822,11438851,27527254,barretts esophagus  or esophageal adenocarcinoma
rs10108511,8,11435516,LINC00208,0.33,8.40E-09,BLK,Cells_Transformed_fibroblasts,11433822,11438851,27527254,barretts esophagus  or esophageal adenocarcinoma
rs7246657,19,37747108,LINC01535,0.50,7.87E-17,ZNF568,Cells_Transformed_fibroblasts,37746818,37756377,23870195,coronary artery calcification
rs7246657,19,37747108,LINC01535,0.27,1.81E-06,ZNF585B,Cells_Transformed_fibroblasts,37746818,37756377,23870195,coronary artery calcification
rs7246657,19,37747108,LINC01535,0.64,5.06E-16,ZNF793,Cells_Transformed_fibroblasts,37746818,37756377,23870195,coronary artery calcification
rs7246657,19,37747108,LINC01535,-0.29,4.97E-08,ZFP30,Cells_Transformed_fibroblasts,37746818,37756377,23870195,coronary artery calcification
rs11672691,19,41985587,PCAT19,-0.35,2.37E-06,LINC01480,Cells_Transformed_fibroblasts,41961684,42006539,23065704,prostate cancer
rs71327718,3,125592857,LOC101927056,0.92,1.73E-24,FAM86JP,Cells_Transformed_fibroblasts,125546100,125604920,23319000,metabolite levels
rs2252790,6,116663323,DSE,-0.21,1.36E-07,TSPYL4,Cells_Transformed_fibroblasts,116601381,116691436,28040410,fast beta electroencephalogram
rs7359257,15,67702907,IQCH-AS1,0.29,1.19E-06,IQCH,Cells_Transformed_fibroblasts,67700415,67705876,21102462,menarche
rs8014671,14,71092256,LOC101928075,-0.25,2.00E-07,ADAM21,Cells_Transformed_fibroblasts,71075515,71108015,25217961,prostate cancer
rs8014671,14,71092256,LOC101928075,-0.25,2.00E-07,ADAM21,Cells_Transformed_fibroblasts,71075515,71108015,25217961,prostate cancer
rs1372356,14,88515949,LINC01146,0.16,4.45E-05,GALC,Cells_Transformed_fibroblasts,88511072,88559509,24962563,food antigen igg levels
rs2119704,14,88487689,LOC101928791,0.41,1.19E-05,GPR65,Cells_Transformed_fibroblasts,88484949,88502663,21833088,multiple sclerosis
rs1372356,14,88515949,LINC01146,0.31,2.74E-07,GPR65,Cells_Transformed_fibroblasts,88511072,88559509,24962563,food antigen igg levels
rs12526186,6,30736151,HCG20,-0.24,3.81E-06,IER3,Cells_Transformed_fibroblasts,30734602,30760027,19721433,response to antipsychotic treatment
rs9262631,6,31024601,HCG22,0.80,3.33E-08,PSORS1C1,Cells_Transformed_fibroblasts,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,0.80,3.33E-08,PSORS1C1,Cells_Transformed_fibroblasts,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,0.86,1.07E-08,PSORS1C2,Cells_Transformed_fibroblasts,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,0.86,1.07E-08,PSORS1C2,Cells_Transformed_fibroblasts,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.73,4.27E-06,MICA,Cells_Transformed_fibroblasts,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.73,4.27E-06,MICA,Cells_Transformed_fibroblasts,31021984,31027653,21051598,hiv related
rs12526186,6,30736151,HCG20,-0.31,1.30E-04,MICB,Cells_Transformed_fibroblasts,30734602,30760027,19721433,response to antipsychotic treatment
rs17807185,7,77308295,APTR,-0.16,6.33E-05,PTPN12,Cells_Transformed_fibroblasts,77288410,77325582,25282103,height
rs17807185,7,77308295,APTR,-0.22,2.83E-06,TMEM60,Cells_Transformed_fibroblasts,77288410,77325582,25282103,height
rs836788,5,79912044,LINC01337,0.56,3.70E-18,MSH3,Cells_Transformed_fibroblasts,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs134882,22,42670965,OGFRP1,0.27,6.34E-05,WBP2NL,Cells_Transformed_fibroblasts,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.27,6.34E-05,WBP2NL,Cells_Transformed_fibroblasts,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.28,3.34E-13,NAGA,Cells_Transformed_fibroblasts,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.28,3.34E-13,NAGA,Cells_Transformed_fibroblasts,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.46,2.05E-10,CYP2D6,Cells_Transformed_fibroblasts,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.46,2.05E-10,CYP2D6,Cells_Transformed_fibroblasts,42665774,42671039,20889312,schizophrenia
rs11723530,4,170880883,LOC100506085,-0.17,1.22E-05,MFAP3L,Cells_Transformed_fibroblasts,170838912,170897053,23049088,myopia
rs2562456,19,21666210,LINC00664,-0.29,6.63E-07,ZNF493,Cells_Transformed_fibroblasts,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.48,8.62E-25,NUDT19,Cells_Transformed_fibroblasts,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.32,1.30E-08,FAAP24,Cells_Transformed_fibroblasts,33177995,33182656,23222517,red blood cell traits
rs11084786,19,35282181,LOC400685,-0.12,3.81E-06,ZNF181,Cells_Transformed_fibroblasts,35279486,35307804,25811787,urate levels related
rs4794820,17,38089344,LOC101928947,0.20,7.23E-05,STARD3,Cells_Transformed_fibroblasts,38084120,38095854,22561531,asthma related
