mapped_snp_id,mapped_snps_gene,ld_snp,r^2,ld_snp_chromosome,ld_snp_position,ld_gene_symbol,correlation,p_adjust,regulated_vip_gene,tissue
rs7356893,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262633,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262634,HCG22,rs9262642,0.937461,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262635,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262636,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262637,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262638,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262639,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262640,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262641,HCG22,rs9262642,1,6,31026712,HCG22,-0.280872,9.61601e-05,HLA-B,Nerve_Tibial
rs9262616,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262618,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262620,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262626,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs7744253,HCG22,rs7741049,0.874627,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262630,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs3764808,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs7356893,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262633,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262634,HCG22,rs7741049,0.932517,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262635,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262636,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262637,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262638,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262639,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262640,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262641,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs9262642,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.280861,9.62026e-05,HLA-B,Nerve_Tibial
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.46768,4.05227e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.46768,4.05227e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.46768,4.05227e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.486057,1.35124e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.486057,1.35124e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.486057,1.35124e-08,CYP2D6,Nerve_Tibial
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.486057,1.35124e-08,CYP2D6,Nerve_Tibial
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.486057,1.35124e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.480821,1.64671e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.480856,1.64252e-08,CYP2D6,Nerve_Tibial
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.475984,2.27522e-08,CYP2D6,Nerve_Tibial
rs80500,TCF20,rs134880,0.969378,22,42669331,TCF20,-0.44313,3.68409e-06,CYP2D6,Esophagus_Mucosa
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.733393,1.04134e-07,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.733393,1.04134e-07,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.733393,1.04134e-07,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.737218,9.47426e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.737218,9.47426e-08,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.737218,9.47426e-08,CYP2D6,Brain_Hippocampus
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.737218,9.47426e-08,CYP2D6,Brain_Hippocampus
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.737218,9.47426e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.736965,9.44291e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.736802,9.45355e-08,CYP2D6,Brain_Hippocampus
rs2523854,HCG22,rs9262628,0.960285,6,31023148,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs9262628,1,6,31023148,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523854,HCG22,rs9262629,0.952242,6,31023186,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262628,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523854,HCG22,rs2523852,0.960285,6,31023868,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs2523852,1,6,31023868,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262628,HCG22,rs2523852,1,6,31023868,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262629,HCG22,rs2523852,0.99191,6,31023868,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523854,HCG22,rs2517525,0.956389,6,31025361,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262628,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262629,HCG22,rs2517525,0.987885,6,31025361,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523852,HCG22,rs2517525,0.995943,6,31025361,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523854,HCG22,rs2517523,0.960285,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs2517523,1,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262628,HCG22,rs2517523,1,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262629,HCG22,rs2517523,0.99191,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523852,HCG22,rs2517523,1,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2517525,HCG22,rs2517523,0.995943,6,31026434,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523854,HCG22,rs2523846,0.960285,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262625,HCG22,rs2523846,1,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262628,HCG22,rs2523846,1,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs9262629,HCG22,rs2523846,0.99191,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2523852,HCG22,rs2523846,1,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2517525,HCG22,rs2523846,0.995943,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs2517523,HCG22,rs2523846,1,6,31026589,HCG22,-0.196226,0.000105855,HLA-B,Adipose_Subcutaneous
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.695005,1.35923e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.695005,1.35923e-14,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.695005,1.35923e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.718084,9.50392e-15,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.718084,9.50392e-15,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.718084,9.50392e-15,CYP2D6,Adipose_Subcutaneous
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.718084,9.50392e-15,CYP2D6,Adipose_Subcutaneous
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.718084,9.50392e-15,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.711343,1.26211e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.711411,1.23962e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.700266,3.50946e-14,CYP2D6,Adipose_Subcutaneous
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.01121,9.72195e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,1.01121,9.72195e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,1.01121,9.72195e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.01121,9.72195e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,1.01121,9.72195e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,1.01061,9.85762e-13,CYP2D6,Brain_Cerebellar_Hemisphere
rs9262616,HCG22,rs9262618,1,6,31022237,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262617,HCG22,rs9262619,0.995319,6,31022266,HCG22,-0.224765,1.50137e-06,HLA-B,Muscle_Skeletal
rs2523855,HCG22,rs3915966,0.891955,6,31022274,HCG22,-0.205927,7.49132e-07,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262620,0.984179,6,31022489,HCG22,-0.22957,1.53193e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262620,0.984179,6,31022489,HCG22,-0.22957,1.53193e-06,HLA-B,Muscle_Skeletal
rs2523855,HCG22,rs2905757,0.896255,6,31022828,HCG22,-0.196291,1.40121e-06,HLA-B,Muscle_Skeletal
rs3915966,HCG22,rs2905757,0.90439,6,31022828,HCG22,-0.196291,1.40121e-06,HLA-B,Muscle_Skeletal
rs2523854,HCG22,rs9262625,0.960285,6,31022929,HCG22,-0.209516,2.29296e-07,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262626,0.984179,6,31023024,HCG22,-0.2296,1.52772e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262626,0.984179,6,31023024,HCG22,-0.2296,1.52772e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs9262626,1,6,31023024,HCG22,-0.2296,1.52772e-06,HLA-B,Muscle_Skeletal
rs2523854,HCG22,rs9262628,0.960285,6,31023148,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262625,HCG22,rs9262628,1,6,31023148,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2523854,HCG22,rs9262629,0.952242,6,31023186,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262625,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262628,HCG22,rs9262629,0.99191,6,31023186,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs7744253,0.865668,6,31023524,HCG22,-0.231248,8.48087e-07,HLA-B,Muscle_Skeletal
